0.07335	2.8395E-9
0.57129	2.8453E-9
1.11078	2.8438E-9
1.68562	2.8449E-9
2.22224	2.8481E-9
2.77248	2.8514E-9
3.30879	2.8504E-9
3.84665	2.8619E-9
4.39076	2.8545E-9
4.93084	2.8559E-9
5.46978	2.8749E-9
6.03567	3.4359E-9
6.60006	3.3665E-9
7.14598	3.3449E-9
7.6771	3.3378E-9
8.25281	3.3263E-9
8.81771	3.321E-9
9.36322	3.3177E-9
9.92627	3.8115E-9
10.49039	3.7456E-9
11.03477	3.7239E-9
11.57424	3.7098E-9
12.11485	3.7007E-9
12.65487	3.6946E-9
13.19335	3.6969E-9
13.76975	4.1435E-9
14.33336	4.0806E-9
14.8787	4.057E-9
15.4177	4.0464E-9
15.95577	4.0325E-9
16.52192	4.0266E-9
17.06949	4.0331E-9
17.63508	4.4558E-9
18.18616	4.3908E-9
18.7387	4.3698E-9
19.27177	4.3545E-9
19.8288	4.3474E-9
20.36942	4.3364E-9
20.90954	4.3383E-9
21.47426	4.7494E-9
22.03956	4.6765E-9
22.58527	4.6606E-9
23.12485	4.6469E-9
23.66174	4.6277E-9
24.20236	4.625E-9
24.76539	4.6279E-9
25.33597	5.0326E-9
25.89808	4.9604E-9
26.44259	4.9425E-9
26.98308	4.9242E-9
27.52311	4.911E-9
28.06312	4.9007E-9
28.63009	4.8967E-9
29.19584	5.2936E-9
29.76117	5.2238E-9
30.30277	5.2054E-9
30.87518	5.189E-9
31.42684	5.1766E-9
31.96966	5.1685E-9
32.53776	5.163E-9
33.10237	5.553E-9
33.66783	5.4856E-9
34.21006	5.4621E-9
34.75145	5.4448E-9
35.28943	5.4332E-9
35.82988	5.4286E-9
36.40608	5.4647E-9
36.97519	5.8242E-9
37.54332	5.7598E-9
38.08288	5.7356E-9
38.63057	5.7146E-9
39.17813	5.7086E-9
39.71024	5.6942E-9
40.27166	5.6915E-9
40.83568	6.0657E-9
41.40257	6.0027E-9
41.97783	5.9745E-9
42.52268	5.9593E-9
43.06653	5.9464E-9
43.6308	5.9408E-9
44.17568	5.9325E-9
44.74057	6.3034E-9
45.30555	6.2388E-9
45.85018	6.2082E-9
46.39063	6.1966E-9
46.9592	6.184E-9
47.53508	6.1727E-9
48.08429	6.1703E-9
48.65155	6.5384E-9
49.20337	6.4697E-9
49.75311	6.4479E-9
50.31899	6.435E-9
50.86592	6.4173E-9
51.40667	6.405E-9
51.9458	6.4002E-9
52.4982	6.7658E-9
53.02327	6.6938E-9
53.59885	6.6746E-9
54.15959	6.6554E-9
54.72511	6.6429E-9
55.25523	6.6323E-9
55.78691	6.6251E-9
56.31873	6.9485E-9
56.8502	6.8956E-9
57.38161	6.8711E-9
57.92154	6.8615E-9
58.49091	6.8422E-9
59.03222	6.8322E-9
59.60418	6.8645E-9
60.16254	7.1972E-9
60.72894	7.13E-9
61.27412	7.1046E-9
61.821	7.0904E-9
62.35957	7.0757E-9
62.89845	7.0627E-9
63.46363	7.06E-9
64.02783	7.4085E-9
64.59167	7.3449E-9
65.11692	7.3161E-9
65.67581	7.3046E-9
66.21515	7.2829E-9
66.75513	7.278E-9
67.32209	7.2742E-9
67.89007	7.6265E-9
68.45403	7.5583E-9
68.99142	7.5383E-9
69.53124	7.5199E-9
70.06864	7.5041E-9
70.61519	7.5002E-9
71.20407	7.4868E-9
71.73072	7.8408E-9
72.31705	7.7664E-9
72.8665	7.7416E-9
73.40588	7.7247E-9
73.94629	7.7133E-9
74.49525	7.6998E-9
75.03585	7.7005E-9
75.55864	8.0348E-9
76.11923	7.9706E-9
76.69549	7.9468E-9
77.27731	7.9298E-9
77.81964	7.9139E-9
78.35934	7.9042E-9
78.89884	7.8946E-9
79.46364	8.238E-9
80.02757	8.1725E-9
80.57295	8.1472E-9
81.11325	8.1212E-9
81.68232	8.1187E-9
82.22282	8.1021E-9
82.79622	8.1411E-9
83.34433	8.4508E-9
83.87055	8.3842E-9
84.41601	8.3518E-9
84.94693	8.3457E-9
85.47912	8.3312E-9
86.00444	8.3172E-9
86.54182	8.3028E-9
87.07218	8.6306E-9
87.60355	8.5664E-9
88.13523	8.5356E-9
88.6749	8.5265E-9
89.1981	8.5113E-9
89.75792	8.4993E-9
90.29109	8.4879E-9
90.87291	8.8249E-9
91.43874	8.7604E-9
91.97917	8.7373E-9
92.51928	8.7259E-9
93.07849	8.7079E-9
93.61898	8.7058E-9
94.15903	8.6871E-9
94.67919	9.0139E-9
95.21091	8.949E-9
95.74317	8.9302E-9
96.28479	8.9038E-9
96.82516	8.8909E-9
97.39846	8.8796E-9
97.94252	8.8718E-9
98.51096	9.2053E-9
99.06253	9.1437E-9
99.61562	9.1135E-9
100.17617	9.0972E-9
100.74101	9.0809E-9
101.28097	9.0727E-9
101.82249	9.0635E-9
102.38749	9.394E-9
102.96787	9.3274E-9
103.52692	9.3068E-9
104.06948	9.287E-9
104.60977	9.2687E-9
105.14946	9.2631E-9
105.69539	9.2479E-9
106.26041	9.5783E-9
106.8262	9.5258E-9
107.3658	9.4902E-9
107.90439	9.472E-9
108.44643	9.4536E-9
109.03716	9.4444E-9
109.56906	9.4366E-9
110.13511	9.7651E-9
110.69661	9.6989E-9
111.23881	9.6743E-9
111.78093	9.6568E-9
112.31916	9.641E-9
112.8568	9.6322E-9
113.39502	9.6217E-9
113.91861	9.9418E-9
114.47812	9.8851E-9
115.07393	9.8545E-9
115.62145	9.8378E-9
116.15966	9.8232E-9
116.69831	9.8131E-9
117.2372	9.8062E-9
117.75334	1.01139E-8
118.29025	1.00543E-8
118.82507	1.00307E-8
119.357	1.00132E-8
119.89559	9.999E-9
120.43196	9.9942E-9
120.97883	9.9831E-9
121.5435	1.02907E-8
122.12509	1.02332E-8
122.67047	1.02081E-8
123.55005	1.01778E-8
124.12672	1.0164E-8
124.65673	1.01572E-8
125.21099	1.01592E-8
125.75885	1.04743E-8
126.3362	1.04036E-8
126.875	1.03804E-8
127.41833	1.03641E-8
127.96696	1.03492E-8
128.50738	1.03392E-8
129.05064	1.03363E-8
129.61596	1.06473E-8
130.19855	1.05799E-8
130.74908	1.05562E-8
131.31284	1.05381E-8
131.85244	1.05231E-8
132.39241	1.05132E-8
132.95598	1.05099E-8
133.52402	1.08253E-8
134.0897	1.07535E-8
134.63038	1.07308E-8
135.16924	1.07158E-8
135.74438	1.06941E-8
136.28563	1.06871E-8
136.82763	1.06885E-8
137.39287	1.09931E-8
137.95867	1.09297E-8
138.49863	1.09039E-8
139.06802	1.08871E-8
139.6055	1.08742E-8
140.14559	1.08599E-8
