9.9746	1.376E-10	9.96026	4.917E-10	9.9737	1.523E-10	9.96625	1.276E-10	9.98194	5.68E-10	9.96675	6.355E-10	9.95961	1.439E-10	9.97102	5.726E-10
10.07477	1.382E-10	10.06177	4.945E-10	10.07381	1.584E-10	10.06637	1.324E-10	10.08217	5.702E-10	10.06687	6.367E-10	10.0615	1.423E-10	10.07115	5.735E-10
10.17614	1.364E-10	10.16142	4.96E-10	10.17644	1.558E-10	10.1665	1.348E-10	10.18334	5.718E-10	10.16824	6.4E-10	10.1604	1.425E-10	10.17166	5.732E-10
10.27503	1.348E-10	10.2637	4.978E-10	10.27494	1.524E-10	10.26662	1.261E-10	10.28313	5.707E-10	10.26712	6.408E-10	10.26065	1.415E-10	10.2714	5.748E-10
10.37632	1.412E-10	10.36219	4.964E-10	10.37506	1.538E-10	10.36715	1.327E-10	10.38617	5.731E-10	10.36724	6.417E-10	10.3612	1.405E-10	10.37409	5.757E-10
10.47557	1.37E-10	10.46232	4.938E-10	10.47791	1.541E-10	10.46687	1.383E-10	10.48476	5.721E-10	10.47053	6.424E-10	10.46089	1.389E-10	10.47278	5.77E-10
10.5757	1.352E-10	10.57395	4.97E-10	10.57649	1.507E-10	10.56699	1.314E-10	10.58487	5.736E-10	10.56906	6.43E-10	10.56107	1.406E-10	10.57291	5.771E-10
10.67675	1.412E-10	10.67406	4.98E-10	10.67837	1.531E-10	10.66711	1.325E-10	10.68691	5.722E-10	10.66959	6.45E-10	10.66206	1.389E-10	10.67487	5.766E-10
10.77686	1.358E-10	10.77418	4.991E-10	10.77807	1.507E-10	10.76723	1.342E-10	10.7858	5.733E-10	10.76931	6.461E-10	10.76503	1.316E-10	10.77329	5.798E-10
10.87996	1.3E-10	10.8743	4.978E-10	10.8782	1.494E-10	10.86859	1.394E-10	10.88763	5.754E-10	10.86944	6.474E-10	10.86398	1.313E-10	10.87342	5.8E-10
10.97849	1.357E-10	10.97443	4.991E-10	10.98001	1.495E-10	10.96753	1.376E-10	10.98735	5.763E-10	10.96959	6.467E-10	10.96411	1.356E-10	10.97598	5.807E-10
11.07863	1.363E-10	11.07511	5.011E-10	11.07969	1.469E-10	11.06956	1.341E-10	11.08747	5.751E-10	11.07104	6.497E-10	11.0648	1.379E-10	11.07452	5.812E-10
11.18208	1.349E-10	11.17528	5.014E-10	11.18112	1.466E-10	11.17516	8E-13	11.18801	5.766E-10	11.16983	6.508E-10	11.16494	1.371E-10	11.20912	5.843E-10
11.27931	1.312E-10	11.27561	5.021E-10	11.32474	1.69E-11	11.30743	1.154E-10	11.28773	5.774E-10	11.26995	6.519E-10	11.26708	1.342E-10	11.30142	5.848E-10
11.37944	1.292E-10	11.37552	5.013E-10	11.38401	1.9E-12	11.41179	7.82E-11	11.38933	5.792E-10	11.37187	6.511E-10	11.41404	6.01E-11	11.40155	5.843E-10
11.48196	1.326E-10	11.47565	5.03E-10	11.48298	1.437E-10	11.50924	1.7E-12	11.48839	5.791E-10	11.47162	6.537E-10	11.50507	1.67E-11	11.50168	5.85E-10
11.58132	1.33E-10	11.57576	5.053E-10	11.58308	1.443E-10	11.60789	7.01E-11	11.5885	5.798E-10	11.57173	6.556E-10	11.58155	1.333E-10	11.6018	5.877E-10
11.68269	1.335E-10	11.67589	5.057E-10	11.72476	5.28E-11	11.71731	9E-13	11.6905	5.8E-10	11.67642	6.566E-10	11.71088	1.288E-10	11.70196	5.873E-10
11.78155	1.34E-10	11.77603	5.065E-10	11.78418	1.55E-11	11.81154	3.68E-11	11.78915	5.813E-10	11.77499	6.576E-10	11.80842	1.31E-10	11.80208	5.911E-10
11.88168	1.32E-10	11.87615	5.068E-10	11.92821	9.48E-11	11.91595	8.8E-12	11.88931	5.821E-10	11.87819	6.568E-10	11.90838	1.457E-10	11.90334	5.898E-10
11.98309	1.329E-10	11.97627	5.08E-10	12.02704	1E-11	12.0118	7.9E-12	11.99212	5.815E-10	11.97758	6.589E-10	12.01026	6.38E-11	12.00234	5.933E-10
12.08198	1.322E-10	12.0769	5.092E-10	12.12409	5.7E-11	12.11194	1.314E-10	12.09115	5.823E-10	12.07771	6.597E-10	12.10942	1.15E-11	12.10244	5.941E-10
12.18361	1.333E-10	12.17704	5.09E-10	12.22669	5E-12	12.19253	1.394E-10	12.19325	5.828E-10	12.17968	3.708E-10	12.17384	2.01E-11	12.20297	5.933E-10
