condition,source_best_mean,source_best_std,fresh_mean,fresh_std,drift_drop_1d_pp
8-bit PCM,77.64,0.6835202996254021,77.59526666666666,0.6391857737257122,0.03999999999999204
6-bit PCM,77.87666666666667,0.5828664798505151,77.86113333333333,0.5638770906264302,0.10333333333333883
4-bit PCM,76.70666666666666,0.46090490703976433,76.6836,0.37365502806733225,4.006666666666661
