experiment,name,dataset,num_classes,n_states,sigma_c2c,sigma_d2d,hat_training,best_test_acc,mc_mean_acc,mc_std_acc,total_time_s,epochs
C4,C4_4bit_noise_HAT,cifar10,10,16,0.05,0.1,True,91.98,91.907,0.07746612162745986,103.01273846626282,200
