layer_id	module_path	role	stage	layer_type	diff_pair_arrays_128	parameter_count	perturbation_type	sigma_d2d	sigma_c2c	seed	metric_baseline	metric_perturbed	delta	baseline_loss	perturbed_loss	loss_delta	rank	subset_size	dataset	checkpoint_path	evidence_grade
23	stages.2.blocks.3.attn.proj	attention_proj	stage_2	AnalogLinear	8	25760	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	92.96875	-0.1953125	0.36475880444049835	0.36535103619098663	0.0005922317504882812	31	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
23	stages.2.blocks.3.attn.proj	attention_proj	stage_2	AnalogLinear	8	25760	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	91.2109375	0.0	0.47226928174495697	0.5025286078453064	0.030259326100349426	31	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
24	stages.2.blocks.3.mlp.fc1	mlp_fc1	stage_2	AnalogLinear	20	103040	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	92.578125	1.171875	0.33898304402828217	0.34007182717323303	0.0010887831449508667	13	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
24	stages.2.blocks.3.mlp.fc1	mlp_fc1	stage_2	AnalogLinear	20	103040	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	92.1875	0.5859375	0.36475880444049835	0.38570818305015564	0.020949378609657288	13	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
24	stages.2.blocks.3.mlp.fc1	mlp_fc1	stage_2	AnalogLinear	20	103040	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	90.4296875	0.78125	0.47226928174495697	0.5179063081741333	0.04563702642917633	13	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
25	stages.2.blocks.3.mlp.fc2	mlp_fc2	stage_2	AnalogLinear	20	102560	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	93.359375	0.390625	0.33898304402828217	0.3277735114097595	-0.011209532618522644	30	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
25	stages.2.blocks.3.mlp.fc2	mlp_fc2	stage_2	AnalogLinear	20	102560	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	91.9921875	0.78125	0.36475880444049835	0.3497527241706848	-0.015006080269813538	30	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
25	stages.2.blocks.3.mlp.fc2	mlp_fc2	stage_2	AnalogLinear	20	102560	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	91.796875	-0.5859375	0.47226928174495697	0.4419875144958496	-0.03028176724910736	30	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
26	stages.2.blocks.4.attn.qkv	attention_qkv	stage_2	AnalogLinear	16	77280	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	92.96875	0.78125	0.33898304402828217	0.41050422191619873	0.07152117788791656	21	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
26	stages.2.blocks.4.attn.qkv	attention_qkv	stage_2	AnalogLinear	16	77280	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	91.6015625	1.171875	0.36475880444049835	0.4113584905862808	0.04659968614578247	21	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
26	stages.2.blocks.4.attn.qkv	attention_qkv	stage_2	AnalogLinear	16	77280	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	91.6015625	-0.390625	0.47226928174495697	0.49476370215415955	0.022494420409202576	21	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
27	stages.2.blocks.4.attn.proj	attention_proj	stage_2	AnalogLinear	8	25760	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	93.359375	0.390625	0.33898304402828217	0.33614692091941833	-0.0028361231088638306	22	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
27	stages.2.blocks.4.attn.proj	attention_proj	stage_2	AnalogLinear	8	25760	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	91.9921875	0.78125	0.36475880444049835	0.38297948241233826	0.018220677971839905	22	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
27	stages.2.blocks.4.attn.proj	attention_proj	stage_2	AnalogLinear	8	25760	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	91.015625	0.1953125	0.47226928174495697	0.47915366291999817	0.006884381175041199	22	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
28	stages.2.blocks.4.mlp.fc1	mlp_fc1	stage_2	AnalogLinear	20	103040	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	87.3046875	6.4453125	0.33898304402828217	0.557268500328064	0.2182854562997818	4	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
28	stages.2.blocks.4.mlp.fc1	mlp_fc1	stage_2	AnalogLinear	20	103040	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	83.7890625	8.984375	0.36475880444049835	0.7917432188987732	0.42698441445827484	4	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
28	stages.2.blocks.4.mlp.fc1	mlp_fc1	stage_2	AnalogLinear	20	103040	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	82.8125	8.3984375	0.47226928174495697	0.8194208443164825	0.3471515625715256	4	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
29	stages.2.blocks.4.mlp.fc2	mlp_fc2	stage_2	AnalogLinear	20	102560	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	92.578125	1.171875	0.33898304402828217	0.40064695477485657	0.0616639107465744	18	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
29	stages.2.blocks.4.mlp.fc2	mlp_fc2	stage_2	AnalogLinear	20	102560	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	91.6015625	1.171875	0.36475880444049835	0.3795340657234192	0.014775261282920837	18	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
29	stages.2.blocks.4.mlp.fc2	mlp_fc2	stage_2	AnalogLinear	20	102560	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	91.796875	-0.5859375	0.47226928174495697	0.43716980516910553	-0.03509947657585144	18	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
30	stages.2.blocks.5.attn.qkv	attention_qkv	stage_2	AnalogLinear	16	77280	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	93.5546875	0.1953125	0.33898304402828217	0.341910719871521	0.0029276758432388306	25	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
30	stages.2.blocks.5.attn.qkv	attention_qkv	stage_2	AnalogLinear	16	77280	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	92.1875	0.5859375	0.36475880444049835	0.3859543055295944	0.02119550108909607	25	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
30	stages.2.blocks.5.attn.qkv	attention_qkv	stage_2	AnalogLinear	16	77280	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	90.8203125	0.390625	0.47226928174495697	0.5050947070121765	0.03282542526721954	25	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
31	stages.2.blocks.5.attn.proj	attention_proj	stage_2	AnalogLinear	8	25760	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	93.1640625	0.5859375	0.33898304402828217	0.35234902799129486	0.013365983963012695	29	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
31	stages.2.blocks.5.attn.proj	attention_proj	stage_2	AnalogLinear	8	25760	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	92.3828125	0.390625	0.36475880444049835	0.3793084919452667	0.014549687504768372	29	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
31	stages.2.blocks.5.attn.proj	attention_proj	stage_2	AnalogLinear	8	25760	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	91.40625	-0.1953125	0.47226928174495697	0.4793812781572342	0.007111996412277222	29	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
32	stages.2.blocks.5.mlp.fc1	mlp_fc1	stage_2	AnalogLinear	20	103040	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	93.5546875	0.1953125	0.33898304402828217	0.3027777075767517	-0.03620533645153046	39	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
32	stages.2.blocks.5.mlp.fc1	mlp_fc1	stage_2	AnalogLinear	20	103040	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	92.7734375	0.0	0.36475880444049835	0.3337922841310501	-0.030966520309448242	39	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
32	stages.2.blocks.5.mlp.fc1	mlp_fc1	stage_2	AnalogLinear	20	103040	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	91.40625	-0.1953125	0.47226928174495697	0.46141834557056427	-0.0108509361743927	39	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
33	stages.2.blocks.5.mlp.fc2	mlp_fc2	stage_2	AnalogLinear	20	102560	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	81.25	12.5	0.33898304402828217	1.0881969034671783	0.7492138594388962	3	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
33	stages.2.blocks.5.mlp.fc2	mlp_fc2	stage_2	AnalogLinear	20	102560	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	89.453125	3.3203125	0.36475880444049835	0.5371647477149963	0.17240594327449799	3	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
33	stages.2.blocks.5.mlp.fc2	mlp_fc2	stage_2	AnalogLinear	20	102560	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	79.6875	11.5234375	0.47226928174495697	1.1002217531204224	0.6279524713754654	3	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
34	stages.3.blocks.0.attn.qkv	attention_qkv	stage_3	AnalogLinear	48	308160	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	93.359375	0.390625	0.33898304402828217	0.31771044433116913	-0.021272599697113037	35	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
34	stages.3.blocks.0.attn.qkv	attention_qkv	stage_3	AnalogLinear	48	308160	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	91.9921875	0.78125	0.36475880444049835	0.37141191959381104	0.006653115153312683	35	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
34	stages.3.blocks.0.attn.qkv	attention_qkv	stage_3	AnalogLinear	48	308160	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	92.1875	-0.9765625	0.47226928174495697	0.4501280337572098	-0.022141247987747192	35	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
35	stages.3.blocks.0.attn.proj	attention_proj	stage_3	AnalogLinear	18	102720	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	92.96875	0.78125	0.33898304402828217	0.3534245938062668	0.01444154977798462	24	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
35	stages.3.blocks.0.attn.proj	attention_proj	stage_3	AnalogLinear	18	102720	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	92.7734375	0.0	0.36475880444049835	0.38885974884033203	0.02410094439983368	24	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
35	stages.3.blocks.0.attn.proj	attention_proj	stage_3	AnalogLinear	18	102720	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	90.8203125	0.390625	0.47226928174495697	0.5180924534797668	0.045823171734809875	24	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
36	stages.3.blocks.0.mlp.fc1	mlp_fc1	stage_3	AnalogLinear	60	410880	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	91.9921875	1.7578125	0.33898304402828217	0.3915551155805588	0.05257207155227661	6	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
36	stages.3.blocks.0.mlp.fc1	mlp_fc1	stage_3	AnalogLinear	60	410880	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	90.0390625	2.734375	0.36475880444049835	0.46128931641578674	0.09653051197528839	6	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
36	stages.3.blocks.0.mlp.fc1	mlp_fc1	stage_3	AnalogLinear	60	410880	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	88.671875	2.5390625	0.47226928174495697	0.5792000442743301	0.10693076252937317	6	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
37	stages.3.blocks.0.mlp.fc2	mlp_fc2	stage_3	AnalogLinear	60	409920	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	8.984375	84.765625	0.33898304402828217	7.925520181655884	7.586537137627602	1	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
37	stages.3.blocks.0.mlp.fc2	mlp_fc2	stage_3	AnalogLinear	60	409920	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	8.984375	83.7890625	0.36475880444049835	9.104191303253174	8.739432498812675	1	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
37	stages.3.blocks.0.mlp.fc2	mlp_fc2	stage_3	AnalogLinear	60	409920	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	8.984375	82.2265625	0.47226928174495697	8.286928653717041	7.814659371972084	1	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
38	stages.3.blocks.1.attn.qkv	attention_qkv	stage_3	AnalogLinear	48	308160	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	93.359375	0.390625	0.33898304402828217	0.3414457142353058	0.0024626702070236206	40	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
38	stages.3.blocks.1.attn.qkv	attention_qkv	stage_3	AnalogLinear	48	308160	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	92.7734375	0.0	0.36475880444049835	0.36086326837539673	-0.0038955360651016235	40	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
38	stages.3.blocks.1.attn.qkv	attention_qkv	stage_3	AnalogLinear	48	308160	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	91.796875	-0.5859375	0.47226928174495697	0.46633201837539673	-0.005937263369560242	40	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
39	stages.3.blocks.1.attn.proj	attention_proj	stage_3	AnalogLinear	18	102720	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	93.1640625	0.5859375	0.33898304402828217	0.3496551811695099	0.010672137141227722	32	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
39	stages.3.blocks.1.attn.proj	attention_proj	stage_3	AnalogLinear	18	102720	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	93.1640625	-0.390625	0.36475880444049835	0.37194252014160156	0.0071837157011032104	32	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
39	stages.3.blocks.1.attn.proj	attention_proj	stage_3	AnalogLinear	18	102720	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	91.015625	0.1953125	0.47226928174495697	0.4965371936559677	0.024267911911010742	32	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
40	stages.3.blocks.1.mlp.fc1	mlp_fc1	stage_3	AnalogLinear	60	410880	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	93.1640625	0.5859375	0.33898304402828217	0.3407955765724182	0.0018125325441360474	37	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
40	stages.3.blocks.1.mlp.fc1	mlp_fc1	stage_3	AnalogLinear	60	410880	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	92.96875	-0.1953125	0.36475880444049835	0.3656117171049118	0.0008529126644134521	37	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
40	stages.3.blocks.1.mlp.fc1	mlp_fc1	stage_3	AnalogLinear	60	410880	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	91.6015625	-0.390625	0.47226928174495697	0.47777335345745087	0.0055040717124938965	37	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
41	stages.3.blocks.1.mlp.fc2	mlp_fc2	stage_3	AnalogLinear	60	409920	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260510	93.75	93.5546875	0.1953125	0.33898304402828217	0.31397897005081177	-0.025004073977470398	36	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
41	stages.3.blocks.1.mlp.fc2	mlp_fc2	stage_3	AnalogLinear	60	409920	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260511	92.7734375	92.7734375	0.0	0.36475880444049835	0.34325604140758514	-0.021502763032913208	36	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
41	stages.3.blocks.1.mlp.fc2	mlp_fc2	stage_3	AnalogLinear	60	409920	single_layer_d2d_resample_checkpoint_baseline_full42	0.1	0.05	20260512	91.2109375	91.2109375	0.0	0.47226928174495697	0.42780306935310364	-0.04446621239185333	36	512	cifar10	/home/qiaosir/projects/compute_vit/checkpoints/V4_hybrid_standard_noise_hat_best.pt	pilot/provisional
