dataset	model_type	experiment	experiment_name	checkpoint	module_path	layer_index	layer_type	retention_time_s	tau_1	tau_2	A_0	retention_state_dependent	retention_decay_factor_scalar	weight_abs_mean	base_effective_abs_mean	drift_pos_mean	drift_pos_l2	drift_neg_mean	drift_neg_l2	drift_effective_mean	drift_effective_std	drift_effective_l2	drift_effective_linf	drift_abs_to_weight_abs_corr	drift_abs_to_base_effective_abs_corr	script	evidence_grade
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	patch_embed.conv1.conv	1	AnalogConv2d	0.0	0.14	0.61	0.6	False	1.0	0.09786590188741684	2.277083396911621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	nan	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	patch_embed.conv1.conv	1	AnalogConv2d	1000.0	0.14	0.61	0.6	False	0.6000000238418579	0.09786590188741684	2.277083396911621	-0.8174999952316284	30.24666404724121	-0.8933333158493042	33.154762268066406	0.07583333551883698	1.1299185752868652	33.28740310668945	3.5999999046325684	0.9945111581617336	0.9999999999999964	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	patch_embed.conv1.conv	1	AnalogConv2d	10000.0	0.14	0.61	0.6	False	0.6000000238418579	0.09786590188741684	2.277083396911621	-0.8174999952316284	30.24666404724121	-0.8933333158493042	33.154762268066406	0.07583333551883698	1.1299185752868652	33.28740310668945	3.5999999046325684	0.9945111581617336	0.9999999999999964	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	patch_embed.conv1.conv	1	AnalogConv2d	86400.0	0.14	0.61	0.6	False	0.6000000238418579	0.09786590188741684	2.277083396911621	-0.8174999952316284	30.24666404724121	-0.8933333158493042	33.154762268066406	0.07583333551883698	1.1299185752868652	33.28740310668945	3.5999999046325684	0.9945111581617336	0.9999999999999964	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	patch_embed.conv2.conv	2	AnalogConv2d	0.0	0.14	0.61	0.6	False	1.0	0.0414402037858963	1.342903733253479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	nan	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	patch_embed.conv2.conv	2	AnalogConv2d	1000.0	0.14	0.61	0.6	False	0.6000000238418579	0.0414402037858963	1.342903733253479	-0.6589453220367432	106.27394104003906	-0.6782161593437195	106.14576721191406	0.01927083171904087	0.6884156465530396	93.4990234375	3.5999999046325684	0.9869661381115888	0.9999999999999978	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	patch_embed.conv2.conv	2	AnalogConv2d	10000.0	0.14	0.61	0.6	False	0.6000000238418579	0.0414402037858963	1.342903733253479	-0.6589453220367432	106.27394104003906	-0.6782161593437195	106.14576721191406	0.01927083171904087	0.6884156465530396	93.4990234375	3.5999999046325684	0.9869661381115888	0.9999999999999978	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	patch_embed.conv2.conv	2	AnalogConv2d	86400.0	0.14	0.61	0.6	False	0.6000000238418579	0.0414402037858963	1.342903733253479	-0.6589453220367432	106.27394104003906	-0.6782161593437195	106.14576721191406	0.01927083171904087	0.6884156465530396	93.4990234375	3.5999999046325684	0.9869661381115888	0.9999999999999978	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	stages.1.blocks.0.attn.qkv	3	AnalogLinear	0.0	0.14	0.61	0.6	False	1.0	0.03482699766755104	1.54254150390625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	nan	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	stages.1.blocks.0.attn.qkv	3	AnalogLinear	1000.0	0.14	0.61	0.6	False	0.6000000238418579	0.03482699766755104	1.54254150390625	-0.7088963985443115	189.66964721679688	-0.7081200480461121	189.45770263671875	-0.0007763670291751623	0.805332601070404	178.5443572998047	3.5999999046325684	0.9909832473298198	0.9999999999999987	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	stages.1.blocks.0.attn.qkv	3	AnalogLinear	10000.0	0.14	0.61	0.6	False	0.6000000238418579	0.03482699766755104	1.54254150390625	-0.7088963985443115	189.66964721679688	-0.7081200480461121	189.45770263671875	-0.0007763670291751623	0.805332601070404	178.5443572998047	3.5999999046325684	0.9909832473298198	0.9999999999999987	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	stages.1.blocks.0.attn.qkv	3	AnalogLinear	86400.0	0.14	0.61	0.6	False	0.6000000238418579	0.03482699766755104	1.54254150390625	-0.7088963985443115	189.66964721679688	-0.7081200480461121	189.45770263671875	-0.0007763670291751623	0.805332601070404	178.5443572998047	3.5999999046325684	0.9909832473298198	0.9999999999999987	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	stages.1.blocks.0.attn.proj	4	AnalogLinear	0.0	0.14	0.61	0.6	False	1.0	0.027825243771076202	1.2960572242736816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	nan	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
cifar100	tinyvit	V4	V4_hybrid_standard_noise_hat	/home/qiaosir/projects/compute_vit/checkpoints/_ensemble/cifar100_seed456/V4_hybrid_standard_noise_hat_best.pt	stages.1.blocks.0.attn.proj	4	AnalogLinear	1000.0	0.14	0.61	0.6	False	0.6000000238418579	0.027825243771076202	1.2960572242736816	-0.6651806831359863	98.90196990966797	-0.6532422304153442	97.21385192871094	-0.01193847693502903	0.662537157535553	84.81852722167969	3.5999999046325684	0.9858123998274884	0.9999999999999952	scripts/profile_drift_vectors.py	drift-vector-profile/provisional-model-only
