CH1 Voltage 1,CH1 Voltage 2,CH1 Voltage 3,CH1 Current 1,CH1 Current 2,CH1 Current 3,CH1 Resistance 1,CH1 Resistance 2,CH1 Resistance 3,CH1 Power 1,CH1 Power 2,CH1 Power 3,CH1 Time 1,CH1 Time 2,CH1 Time 3,CH1 State 1,CH1 State 2,CH1 State 3,CH1 Source 1,CH1 Source 2,CH1 Source 3,CH2 Voltage 1,CH2 Voltage 2,CH2 Voltage 3,CH2 Current 1,CH2 Current 2,CH2 Current 3,CH2 Resistance 1,CH2 Resistance 2,CH2 Resistance 3,CH2 Power 1,CH2 Power 2,CH2 Power 3,CH2 Time 1,CH2 Time 2,CH2 Time 3,CH2 State 1,CH2 State 2,CH2 State 3,CH2 Source 1,CH2 Source 2,CH2 Source 3
-0.3,-0.3,-0.3,-1.8140000000000001e-10,-1.97246e-08,-1.49257e-08,1653803748.62183,15209433.90487006,20099559.819639947,5.4420000000000004e-11,5.9173800000000005e-09,4.47771e-09,0.058419,51.203641,100.71302299999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.2190000000000001e-10,-1.81e-11,-1.9800000000000002e-11,-2461033634.1263328,16574585635.359116,15151515151.51515,-3.657e-11,5.43e-12,5.94e-12,0.058419,51.203641,100.71302299999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.8140000000000001e-10,-1.97195e-08,-1.49254e-08,1653803748.62183,15213367.478891453,20099963.820065122,5.4420000000000004e-11,5.91585e-09,4.47762e-09,0.080896,51.227889,100.737354,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.215e-10,-2.47e-11,-1.68e-11,-2469135802.4691358,12145748987.85425,17857142857.142857,-3.6449999999999994e-11,7.41e-12,5.0399999999999995e-12,0.080896,51.227889,100.737354,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.811e-10,-1.97167e-08,-1.49227e-08,1656543346.2175593,15215527.953460772,20103600.554859374,5.4329999999999995e-11,5.91501e-09,4.47681e-09,0.10342699999999999,51.251177999999996,100.76147999999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.30000099999999996,1.229e-10,-1.83e-11,-1.59e-11,-2441008950.366151,16393442622.950819,18867987421.383644,-3.6870000000000004e-11,5.49e-12,4.7700158999999996e-12,0.10342699999999999,51.251177999999996,100.76147999999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.821e-10,-1.97137e-08,-1.49214e-08,1647446457.9901154,15217843.428681575,20105352.0447143,5.4629999999999996e-11,5.91411e-09,4.47642e-09,0.127237,51.273353,100.78364499999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000099999999996,-0.3,-0.3,1.308e-10,-1.35e-11,-1.36e-11,-2293585626.9113145,22222222222.22222,22058823529.411762,-3.9240130799999996e-11,4.05e-12,4.0799999999999996e-12,0.127237,51.273353,100.78364499999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.821e-10,-1.97093e-08,-1.4920700000000002e-08,1647446457.9901154,15221240.734069701,20106295.281052493,5.4629999999999996e-11,5.91279e-09,4.476210000000001e-09,0.150535,51.298243,100.807215,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.327e-10,-1.19e-11,-1.19e-11,-2260738507.912585,25210084033.61344,25210084033.61344,-3.9809999999999996e-11,3.57e-12,3.57e-12,0.150535,51.298243,100.807215,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.824e-10,-1.97091e-08,-1.49183e-08,1644736842.105263,15221395.193083398,20109529.906222556,5.472e-11,5.91273e-09,4.47549e-09,0.172695,51.321645,100.83093199999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.256e-10,-1.0500000000000001e-11,-1.59e-11,-2388535031.8471336,28571428571.42857,18867924528.301884,-3.768e-11,3.15e-12,4.77e-12,0.172695,51.321645,100.83093199999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.829e-10,-1.97033e-08,-1.49159e-08,1640240568.6167302,15225875.868509335,20112765.57230874,5.487e-11,5.91099e-09,4.47477e-09,0.19635999999999998,51.343824,100.85439199999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.2570000000000002e-10,-1.75e-11,-1.97e-11,-2386634844.868735,17142857142.857141,15228426395.939085,-3.7710000000000005e-11,5.2500000000000004e-12,5.91e-12,0.19635999999999998,51.343824,100.85439199999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.832e-10,-1.96981e-08,-1.4915500000000002e-08,1637554585.1528385,15229895.269086866,20113304.951225232,5.496e-11,5.90943e-09,4.4746500000000005e-09,0.22103299999999998,51.365955,100.876542,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.2140000000000002e-10,-3.47e-11,-1.79e-11,-2471169686.9851727,8645533141.210375,16759776536.312847,-3.642e-11,1.041e-11,5.37e-12,0.22103299999999998,51.365955,100.876542,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.837e-10,-1.96935e-08,-1.4913600000000002e-08,1633097441.480675,15233452.662045851,20115867.39620212,5.511e-11,5.90805e-09,4.474080000000001e-09,0.243196,51.416415,100.899553,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.248e-10,-8.4e-12,-1.66e-11,-2403846153.8461537,35714285714.28571,18072289156.626507,-3.7439999999999996e-11,2.5199999999999998e-12,4.979999999999999e-12,0.243196,51.416415,100.899553,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.832e-10,-1.96896e-08,-1.49115e-08,1637554585.1528385,15236470.01462701,20118700.331958555,5.496e-11,5.90688e-09,4.47345e-09,0.266936,51.439682999999995,100.92305999999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.2620000000000001e-10,-1.0700000000000001e-11,-1.51e-11,-2377179080.8240886,28037383177.57009,19867549668.87417,-3.7860000000000005e-11,3.2100000000000003e-12,4.53e-12,0.266936,51.439682999999995,100.92305999999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
