CH1 Voltage 1,CH1 Voltage 2,CH1 Voltage 3,CH1 Current 1,CH1 Current 2,CH1 Current 3,CH1 Resistance 1,CH1 Resistance 2,CH1 Resistance 3,CH1 Power 1,CH1 Power 2,CH1 Power 3,CH1 Time 1,CH1 Time 2,CH1 Time 3,CH1 State 1,CH1 State 2,CH1 State 3,CH1 Source 1,CH1 Source 2,CH1 Source 3,CH2 Voltage 1,CH2 Voltage 2,CH2 Voltage 3,CH2 Current 1,CH2 Current 2,CH2 Current 3,CH2 Resistance 1,CH2 Resistance 2,CH2 Resistance 3,CH2 Power 1,CH2 Power 2,CH2 Power 3,CH2 Time 1,CH2 Time 2,CH2 Time 3,CH2 State 1,CH2 State 2,CH2 State 3,CH2 Source 1,CH2 Source 2,CH2 Source 3
-0.3,-0.3,-0.3,-5.84e-11,-2.35251e-08,-1.87323e-08,5136986301.369863,12752336.865730645,16015118.271648435,1.7519999999999998e-11,7.057529999999999e-09,5.6196900000000005e-09,0.061605999999999994,49.900158,99.162746,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,8.01e-11,-3.59e-11,-3.54e-11,-3745318352.059925,8356545961.002785,8474576271.1864395,-2.403e-11,1.077e-11,1.062e-11,0.061605999999999994,49.900158,99.162746,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-5.8100000000000005e-11,-2.35222e-08,-1.87299e-08,5163511187.607573,12753909.073130913,16017170.406675955,1.743e-11,7.05666e-09,5.61897e-09,0.084067,49.925315999999995,99.187366,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,8.160000000000001e-11,-3.66e-11,-4.1e-11,-3676470588.235294,8196721311.4754095,7317073170.731707,-2.4480000000000002e-11,1.098e-11,1.23e-11,0.084067,49.925315999999995,99.187366,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-5.86e-11,-2.35176e-08,-1.87277e-08,5119453924.914676,12756403.714664761,16019051.992503082,1.758e-11,7.05528e-09,5.61831e-09,0.10903299999999999,49.94748,99.212054,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.30000099999999996,-0.3,-0.30000099999999996,9.71e-11,-4.3600000000000003e-11,-3.71e-11,-3089608650.8753858,6880733944.954127,8086280323.450133,-2.9130097099999995e-11,1.308e-11,1.1130037099999998e-11,0.10903299999999999,49.94748,99.212054,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-5.94e-11,-2.35129e-08,-1.87256e-08,5050505050.505051,12758953.59568577,16020848.46413466,1.782e-11,7.05387e-09,5.61768e-09,0.132435,49.969615999999995,99.234223,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.30000099999999996,8.830000000000001e-11,-4.7900000000000004e-11,-3.38e-11,-3397508493.771234,6263048016.701461,8875769230.76923,-2.649e-11,1.4370000000000001e-11,1.01400338e-11,0.132435,49.969615999999995,99.234223,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-5.85e-11,-2.35092e-08,-1.87253e-08,5128205128.205128,12760961.666071154,16021105.135832269,1.755e-11,7.05276e-09,5.61759e-09,0.154591,49.992909,99.256744,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.30000099999999996,-0.3,8.63e-11,-5.25e-11,-3.38e-11,-3476245654.6929317,5714304761.904761,8875739644.970413,-2.589e-11,1.57500525e-11,1.014e-11,0.154591,49.992909,99.256744,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-5.98e-11,-2.3504400000000002e-08,-1.87237e-08,5016722408.026755,12763567.672435798,16022474.190464491,1.794e-11,7.05132e-09,5.6171099999999994e-09,0.17824099999999998,50.015536,99.280586,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,8.15e-11,-4.21e-11,-3.58e-11,-3680981595.0920243,7125890736.342042,8379888268.156424,-2.445e-11,1.2630000000000001e-11,1.074e-11,0.17824099999999998,50.015536,99.280586,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-5.96e-11,-2.3500000000000002e-08,-1.8722700000000002e-08,5033557046.979865,12765957.44680851,16023329.968434038,1.788e-11,7.05e-09,5.6168100000000006e-09,0.201558,50.037703,99.302753,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,8.09e-11,-3.93e-11,-3.91e-11,-3708281829.419036,7633587786.2595415,7672634271.099744,-2.427e-11,1.179e-11,1.173e-11,0.201558,50.037703,99.302753,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-5.93e-11,-2.3496e-08,-1.87212e-08,5059021922.428329,12768130.745658835,16024613.806807255,1.779e-11,7.0488e-09,5.61636e-09,0.22499,50.061287,99.324883,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,8.3e-11,-3.51e-11,-4.01e-11,-3614457831.325301,8547008547.008547,7481296758.104737,-2.49e-11,1.053e-11,1.2030000000000001e-11,0.22499,50.061287,99.324883,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-5.910000000000001e-11,-2.34925e-08,-1.87196e-08,5076142131.979694,12770032.98925189,16025983.461185068,1.7730000000000003e-11,7.047749999999999e-09,5.6158799999999994e-09,0.24716,50.085774,99.348034,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,8.62e-11,-4.01e-11,-3.85e-11,-3480278422.273782,7481296758.104737,7792207792.207791,-2.586e-11,1.2030000000000001e-11,1.155e-11,0.24716,50.085774,99.348034,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-5.910000000000001e-11,-2.3487700000000002e-08,-1.87177e-08,5076142131.979694,12772642.70235059,16027610.229889356,1.7730000000000003e-11,7.04631e-09,5.61531e-09,0.27022999999999997,50.107943999999996,99.37078,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.30000099999999996,-0.3,8.92e-11,-4.19e-11,-3.86e-11,-3363228699.5515695,7159928400.954653,7772020725.3886,-2.676e-11,1.2570041899999998e-11,1.158e-11,0.27022999999999997,50.107943999999996,99.37078,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
