CH1 Voltage 1,CH1 Voltage 2,CH1 Voltage 3,CH1 Current 1,CH1 Current 2,CH1 Current 3,CH1 Resistance 1,CH1 Resistance 2,CH1 Resistance 3,CH1 Power 1,CH1 Power 2,CH1 Power 3,CH1 Time 1,CH1 Time 2,CH1 Time 3,CH1 State 1,CH1 State 2,CH1 State 3,CH1 Source 1,CH1 Source 2,CH1 Source 3,CH2 Voltage 1,CH2 Voltage 2,CH2 Voltage 3,CH2 Current 1,CH2 Current 2,CH2 Current 3,CH2 Resistance 1,CH2 Resistance 2,CH2 Resistance 3,CH2 Power 1,CH2 Power 2,CH2 Power 3,CH2 Time 1,CH2 Time 2,CH2 Time 3,CH2 State 1,CH2 State 2,CH2 State 3,CH2 Source 1,CH2 Source 2,CH2 Source 3
-0.3,-0.3,-0.3,-1.051e-10,-2.6715e-08,-2.11535e-08,2854424357.7545195,11229646.266142616,14182050.25173139,3.153e-11,8.0145e-09,6.3460500000000004e-09,0.068351,50.065864999999995,99.553748,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.259e-10,-4.92e-11,-3.11e-11,-2382843526.6084194,6097560975.6097555,9646302250.803858,-3.7769999999999996e-11,1.476e-11,9.33e-12,0.068351,50.065864999999995,99.553748,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.054e-10,-2.67102e-08,-2.11514e-08,2846299810.246679,11231664.30801716,14183458.305360401,3.162e-11,8.01306e-09,6.34542e-09,0.09081,50.090706999999995,99.57817,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.30000099999999996,-0.3,1.2840000000000002e-10,-5.24e-11,-4.03e-11,-2336448598.130841,5725209923.664122,7444168734.491315,-3.8520000000000006e-11,1.57200524e-11,1.2089999999999999e-11,0.09081,50.090706999999995,99.57817,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.0490000000000001e-10,-2.6704800000000002e-08,-2.1150200000000002e-08,2859866539.5614867,11233935.472274646,14184263.032973683,3.147e-11,8.011440000000001e-09,6.34506e-09,0.114254,50.112877,99.600712,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.30000099999999996,-0.3,1.268e-10,-5.41e-11,-4.33e-11,-2365930599.3690853,5545304990.757855,6928406466.512702,-3.804e-11,1.6230054099999997e-11,1.299e-11,0.114254,50.112877,99.600712,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.045e-10,-2.67001e-08,-2.1147e-08,2870813397.1291866,11235912.97410871,14186409.419775853,3.135e-11,8.01003e-09,6.3441e-09,0.137989,50.135044,99.622872,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.218e-10,-4.7e-11,-4.43e-11,-2463054187.192118,6382978723.404255,6772009029.345372,-3.6540000000000004e-11,1.4099999999999998e-11,1.3289999999999999e-11,0.137989,50.135044,99.622872,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.04e-10,-2.6696e-08,-2.1144700000000002e-08,2884615384.6153846,11237638.597542703,14187952.536569446,3.12e-11,8.0088e-09,6.34341e-09,0.160106,50.157483,99.676633,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.196e-10,-4.33e-11,-3.63e-11,-2508361204.0133777,6928406466.512702,8264462809.917356,-3.588e-11,1.299e-11,1.0889999999999999e-11,0.160106,50.157483,99.676633,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.05e-10,-2.66923e-08,-2.1143e-08,2857142857.142857,11239196.322534962,14189093.316937048,3.15e-11,8.00769e-09,6.3429e-09,0.183394,50.181186,99.70010599999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.184e-10,-4.29e-11,-4.1600000000000004e-11,-2533783783.783784,6993006993.006992,7211538461.538461,-3.552e-11,1.287e-11,1.248e-11,0.183394,50.181186,99.70010599999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.037e-10,-2.66872e-08,-2.1141700000000002e-08,2892960462.873674,11241344.164992955,14189965.802182416,3.1109999999999996e-11,8.00616e-09,6.34251e-09,0.207027,50.203426,99.72229899999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.195e-10,-4.57e-11,-4.26e-11,-2510460251.046025,6564551422.319474,7042253521.1267605,-3.585e-11,1.371e-11,1.278e-11,0.207027,50.203426,99.72229899999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.035e-10,-2.66831e-08,-2.1139e-08,2898550724.637681,11243071.457214491,14191778.229812194,3.105e-11,8.00493e-09,6.3417e-09,0.230592,50.227323,99.74524699999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.30000099999999996,-0.30000099999999996,1.183e-10,-4.62e-11,-4.1200000000000004e-11,-2535925612.8486896,6493528138.528138,7281577669.902911,-3.549e-11,1.3860046199999999e-11,1.23600412e-11,0.230592,50.227323,99.74524699999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.037e-10,-2.66799e-08,-2.1137600000000002e-08,2892960462.873674,11244419.956596538,14192718.189387629,3.1109999999999996e-11,8.003969999999999e-09,6.34128e-09,0.252797,50.252811,99.76840299999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.30000099999999996,1.341e-10,-4.5e-11,-3.48e-11,-2237136465.3243847,6666666666.666666,8620718390.804598,-4.023e-11,1.3499999999999999e-11,1.0440034799999999e-11,0.252797,50.252811,99.76840299999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.0360000000000001e-10,-2.66746e-08,-2.1136800000000002e-08,2895752895.7528954,11246654.12039918,14193255.365050526,3.1080000000000004e-11,8.00238e-09,6.341040000000001e-09,0.276034,50.274974,99.791922,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.30000099999999996,-0.3,1.227e-10,-4.2800000000000003e-11,-2.93e-11,-2444987775.061125,7009369158.878503,10238907849.829351,-3.681e-11,1.28400428e-11,8.79e-12,0.276034,50.274974,99.791922,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.032e-10,-2.667e-08,-2.1134e-08,2906976744.186046,11248593.92575928,14195135.800132489,3.096e-11,8.001e-09,6.340199999999999e-09,0.299446,50.297093,99.81408499999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.30000099999999996,-0.3,1.1820000000000002e-10,-4.05e-11,-3.8400000000000004e-11,-2538071065.989847,7407432098.76543,7812499999.999999,-3.5460000000000006e-11,1.2150040499999999e-11,1.1520000000000001e-11,0.299446,50.297093,99.81408499999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.0360000000000001e-10,-2.6666000000000002e-08,-2.11334e-08,2895752895.7528954,11250281.257031424,14195538.815334966,3.1080000000000004e-11,7.9998e-09,6.34002e-09,0.321643,50.319835,99.837745,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.169e-10,-3.86e-11,-3.62e-11,-2566295979.469632,7772020725.3886,8287292817.679558,-3.507e-11,1.158e-11,1.086e-11,0.321643,50.319835,99.837745,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.0280000000000001e-10,-2.66631e-08,-2.11322e-08,2918287937.7431903,11251504.888778873,14196344.914396038,3.084e-11,7.99893e-09,6.33966e-09,0.345121,50.343315999999994,99.86092699999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.1540000000000001e-10,-4.09e-11,-4.05e-11,-2599653379.549393,7334963325.183373,7407407407.407407,-3.462e-11,1.227e-11,1.215e-11,0.345121,50.343315999999994,99.86092699999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.029e-10,-2.66577e-08,-2.11303e-08,2915451895.0437317,11253784.084898546,14197621.425157238,3.087e-11,7.99731e-09,6.33909e-09,0.368388,50.365474999999996,99.88559199999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.177e-10,-4.54e-11,-3.71e-11,-2548853016.142736,6607929515.418502,8086253369.272237,-3.531e-11,1.3619999999999999e-11,1.113e-11,0.368388,50.365474999999996,99.88559199999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.0330000000000001e-10,-2.66486e-08,-2.11282e-08,2904162633.107454,11257627.042321172,14199032.572580721,3.099e-11,7.99458e-09,6.33846e-09,0.390555,50.401011999999994,99.90776199999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.3,-0.3,1.21e-10,-4.29e-11,-3.31e-11,-2479338842.9752064,6993006993.006992,9063444108.76133,-3.63e-11,1.287e-11,9.93e-12,0.390555,50.401011999999994,99.90776199999999,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
-0.3,-0.3,-0.3,-1.0440000000000001e-10,-2.66457e-08,-2.1126400000000002e-08,2873563218.3908043,11258852.27259933,14200242.350802785,3.132e-11,7.993709999999999e-09,6.33792e-09,0.416192,50.425728,99.932115,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-0.3,-0.30000099999999996,-0.3,1.224e-10,-4.66e-11,-1.84e-11,-2450980392.1568623,6437789699.570815,16304347826.086956,-3.6720000000000003e-11,1.3980046599999998e-11,5.52e-12,0.416192,50.425728,99.932115,1152.0,1152.0,1152.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004
