c8a474874b6bd0d6779e8a157defcd9ae31f1d08,DELETE,regular-file,checkpoints/_gpt/convnext_flowers102/C1_FP32_baseline_best.pt,335014131,
85a5138a8848bab981c7b0692fe53ceb342a3715,DELETE,regular-file,checkpoints/_gpt/convnext_flowers102/C3_4bit_noise_standard_best.pt,445071625,
275500c18c2a60bf4f1dc73eccacd416d74ef5ae,DELETE,regular-file,checkpoints/_gpt/convnext_flowers102/C4_4bit_noise_HAT_best.pt,445067750,
ecf1952397d999225b53a938b2cdb8bb3735bb50,DELETE,regular-file,checkpoints/_gpt/flowers102/V1_fp32_digital_baseline_best.pt,61605063,
55e27c6c25e2ebf4e646d04e343a32a13e289eb1,DELETE,regular-file,checkpoints/_gpt/flowers102/V1_fp32_digital_baseline_last.pt,61609095,
64dbdb316b98e1658b8ae017cb1ebf276283729c,DELETE,regular-file,checkpoints/_gpt/flowers102/V3_hybrid_standard_noise_standard_train_best.pt,80489474,
621d967605da089793af95600d5771a132d984ee,DELETE,regular-file,checkpoints/_gpt/flowers102/V3_hybrid_standard_noise_standard_train_last.pt,80492354,
394fd586e5bba5985927145e82ceff36358497dc,DELETE,regular-file,checkpoints/_gpt/flowers102/V4_hybrid_standard_noise_hat_best.pt,80481219,
b8ff3e1cf00f8f46d92d6732669252855e20dfda,DELETE,regular-file,checkpoints/_gpt/flowers102/V4_hybrid_standard_noise_hat_last.pt,80481475,
62c691df871b7ecba2f59fd7aabf4ba531c7382d,DELETE,regular-file,checkpoints/_gpt/task23/c4_nl_moderate/C4_4bit_noise_HAT_best.pt,443936166,
5ca3bb623af9f741dbd83bf38253143a8f37f126,DELETE,regular-file,checkpoints/_gpt/task23/v4_nl_moderate/V4_hybrid_standard_noise_hat_best.pt,80123331,
8c74525d1839fa3ce21ec5db05427b85a9bf8f78,DELETE,regular-file,checkpoints/_gpt/task23/v4_nl_moderate/V4_hybrid_standard_noise_hat_last.pt,80127299,
5715d74c56e0e15b298c71952794b2507f0501be,DELETE,regular-file,checkpoints/_gpt/task23/v4_nl_severe/V4_hybrid_standard_noise_hat_best.pt,80123395,
6a8192bb713c4a9ffe0bee6f0b6271d1f9aa9f3a,DELETE,regular-file,checkpoints/_gpt/task23/v4_nl_severe/V4_hybrid_standard_noise_hat_last.pt,80127299,
bfe00bad2314cc81be68b5a4c89c936742843db4,DELETE,regular-file,checkpoints/_gpt/task34_v4_proportional_hat/V4_hybrid_standard_noise_hat_best.pt,80127171,
724d647169f3b81bf13e55eaf8d75163754070e6,DELETE,regular-file,checkpoints/_gpt/task34_v4_proportional_hat/V4_hybrid_standard_noise_hat_last.pt,80127299,
00e90cc78d9ae992aecb84e662a124dd8400ee4b,DELETE,regular-file,checkpoints/_gpt/task35_v4_nl2_hat/V4_hybrid_standard_noise_hat_best.pt,80123523,
a4d0eb406660c0aace504af1bc705f8fa7861ab8,DELETE,regular-file,checkpoints/_gpt/task35_v4_nl2_hat/V4_hybrid_standard_noise_hat_last.pt,80127299,
b6769e48acfbddb40cf47fd75dd429504025f904,DELETE,regular-file,checkpoints/_gpt/task36_c4_proportional_hat/C4_4bit_noise_HAT_best.pt,443936166,
